latitude,longitude,month,price,region
40.3886856,-3.6679305,5,54.285714285714285,Puente de Vallecas
40.3886856,-3.6679305,6,93.66666666666667,Puente de Vallecas
40.3886856,-3.6679305,7,93.875,Puente de Vallecas
40.3886856,-3.6679305,8,92.0,Puente de Vallecas
40.3886856,-3.6679305,10,38.8,Puente de Vallecas
40.3886856,-3.6679305,11,39.333333333333336,Puente de Vallecas
40.3886856,-3.6679305,12,58.86486486486486,Puente de Vallecas
40.38901,-3.64185,1,29.0,Puente de Vallecas
40.38964689,-3.64117073,11,98.0,Puente de Vallecas
40.3903989,-3.653871499999999,1,23.0,Puente de Vallecas
40.3905498,-3.7415452,1,23.857142857142858,Carabanchel
40.3905498,-3.7415452,2,41.57142857142857,Carabanchel
40.3905498,-3.7415452,3,41.0,Carabanchel
40.3905498,-3.7415452,4,41.857142857142854,Carabanchel
40.3905498,-3.7415452,5,41.0,Carabanchel
40.3905498,-3.7415452,6,41.0,Carabanchel
40.3905498,-3.7415452,7,41.0,Carabanchel
40.3905498,-3.7415452,8,41.0,Carabanchel
40.3905498,-3.7415452,10,41.8,Carabanchel
40.3905498,-3.7415452,11,40.333333333333336,Carabanchel
40.3905498,-3.7415452,12,70.33333333333333,Carabanchel
40.39158122943353,-3.743352767434202,2,64.0,Latina
40.39158122943353,-3.743352767434202,3,64.0,Latina
40.39158122943353,-3.743352767434202,4,64.0,Latina
40.39158122943353,-3.743352767434202,5,64.0,Latina
40.39158122943353,-3.743352767434202,6,70.0,Latina
40.39158122943353,-3.743352767434202,7,64.0,Latina
40.39158122943353,-3.743352767434202,8,64.0,Latina
40.39158122943353,-3.743352767434202,9,64.0,Latina
40.3916293,-3.7566208,10,57.0,Latina
40.3916293,-3.7566208,11,56.642857142857146,Latina
40.3916293,-3.7566208,12,56.473684210526315,Latina
40.39187083,-3.69594321,1,65.22222222222223,Arganzuela
40.39187083,-3.69594321,2,64.66666666666667,Arganzuela
40.39187083,-3.69594321,3,64.5,Arganzuela
40.39187083,-3.69594321,4,68.92857142857143,Arganzuela
40.39187083,-3.69594321,5,69.95833333333333,Arganzuela
40.39187083,-3.69594321,6,67.6,Arganzuela
40.39187083,-3.69594321,7,67.75862068965517,Arganzuela
40.39187083,-3.69594321,8,68.0,Arganzuela
40.39187083,-3.69594321,9,70.0,Arganzuela
40.39187083,-3.69594321,10,69.25806451612904,Arganzuela
40.39187083,-3.69594321,11,69.37037037037037,Arganzuela
40.39187083,-3.69594321,12,68.94827586206897,Arganzuela
40.3918709,-3.6718357,10,49.0,Puente de Vallecas
40.3918709,-3.6718357,11,49.0,Puente de Vallecas
40.3918709,-3.6718357,12,49.0,Puente de Vallecas
40.3919779,-3.6669782,1,30.0,Puente de Vallecas
40.392167,-3.702633,1,14.0,Usera
40.392167,-3.702633,2,11.0,Usera
40.392167,-3.702633,6,14.0,Usera
40.392167,-3.702633,11,14.0,Usera
40.392167,-3.702633,12,11.75,Usera
40.3924256,-3.6565602,11,129.0,Puente de Vallecas
40.3924256,-3.6565602,12,129.0,Puente de Vallecas
40.3935985,-3.7554556,12,213.66666666666666,Latina
40.39392437771996,-3.707317784428596,1,41.0,Carabanchel
40.39401069,-3.69425207,3,49.5,Arganzuela
40.39401069,-3.69425207,4,50.0,Arganzuela
40.39401069,-3.69425207,5,49.333333333333336,Arganzuela
40.39401069,-3.69425207,6,50.0,Arganzuela
40.39401069,-3.69425207,10,50.0,Arganzuela
40.39401069,-3.69425207,11,49.733333333333334,Arganzuela
40.39401069,-3.69425207,12,49.38461538461539,Arganzuela
40.39413121,-3.70774359,1,85.0,Carabanchel
40.39413121,-3.70774359,2,84.84615384615384,Carabanchel
40.39413121,-3.70774359,3,85.0,Carabanchel
40.39413121,-3.70774359,4,95.0,Carabanchel
40.39413121,-3.70774359,5,97.0,Carabanchel
40.39413121,-3.70774359,6,91.66666666666667,Carabanchel
40.39413121,-3.70774359,7,114.4,Carabanchel
40.39413121,-3.70774359,8,81.0,Carabanchel
40.394429,-3.7223479,12,56.375,Carabanchel
40.39492,-3.7109,8,81.0,Carabanchel
40.39596747,-3.67088504,1,78.5,Puente de Vallecas
40.39596747,-3.67088504,2,85.4,Puente de Vallecas
40.39596747,-3.67088504,3,80.0,Puente de Vallecas
40.39596747,-3.67088504,4,90.0,Puente de Vallecas
40.39596747,-3.67088504,11,117.75,Puente de Vallecas
40.39596747,-3.67088504,12,106.5,Puente de Vallecas
40.396908,-3.733823,12,12.0,Carabanchel
40.397015,-3.682469,1,65.0,Arganzuela
40.397015,-3.682469,2,66.5,Arganzuela
40.397015,-3.682469,3,73.0,Arganzuela
40.397015,-3.682469,4,69.25,Arganzuela
40.397015,-3.682469,5,86.25,Arganzuela
40.397015,-3.682469,6,56.0,Arganzuela
40.397015,-3.682469,7,58.95238095238095,Arganzuela
40.397015,-3.682469,8,52.535714285714285,Arganzuela
40.397015,-3.682469,9,57.0,Arganzuela
40.397015,-3.682469,10,90.0,Arganzuela
40.397015,-3.682469,11,69.71428571428571,Arganzuela
40.397015,-3.682469,12,69.0,Arganzuela
