month,price
1,79.8215654077723
2,95.25870800832033
3,103.55436651024945
4,110.56410587639311
5,124.11140775500124
6,112.1413698630137
7,106.21366674919534
8,95.95028444224586
9,110.92410714285714
10,116.39869281045752
11,136.87581699346404
12,128.48410694130925
