check_in,check_out,latitude,longitude,price,room_type
2024-01-05,2024-01-06,40.42292,-3.70252,50,private_room
2024-01-05,2024-01-06,40.40661,-3.67403,27,private_room
2024-01-05,2024-01-06,40.43673,-3.7046,164,entire_home
2024-01-06,2024-01-07,40.423,-3.70985,42,private_room
2024-01-06,2024-01-07,40.47369,-3.58161,55,private_room
2024-01-06,2024-01-07,40.42186031552421,-3.6993830668183625,42,private_room
2024-01-06,2024-01-07,40.42376749729475,-3.709520548582077,42,private_room
2024-01-06,2024-01-07,40.43673,-3.7046,164,entire_home
2024-01-06,2024-01-07,40.42068714240115,-3.702138472400823,94,entire_home
2024-01-06,2024-01-07,40.393924377719955,-3.707317784428596,41,private_room
2024-01-06,2024-01-07,40.44340079969042,-3.533234040886555,22,private_room
2024-01-06,2024-01-07,40.4348,-3.68346,47,private_room
2024-01-06,2024-01-07,40.426048775737655,-3.6627604871880606,37,private_room
2024-01-06,2024-01-07,40.40672,-3.69915,105,entire_home
2024-01-06,2024-01-07,40.401167628342264,-3.7020818302306147,76,entire_home
2024-01-06,2024-01-07,40.42292,-3.70252,50,private_room
2024-01-06,2024-01-07,40.422245025634766,-3.7067720890045166,64,private_room
2024-01-06,2024-01-07,40.41707,-3.70815,134,entire_home
2024-01-06,2024-01-07,40.4131541,-3.7032569,53,private_room
2024-01-06,2024-01-07,40.42662,-3.70197,63,private_room
2024-01-07,2024-01-08,40.4158,-3.70412,70,entire_home
2024-01-07,2024-01-08,40.47369,-3.58161,55,private_room
2024-01-07,2024-01-08,40.40728,-3.70529,70,entire_home
2024-01-07,2024-01-08,40.44340079969042,-3.533234040886555,22,private_room
2024-01-07,2024-01-08,40.46674,-3.69684,71,entire_home
2024-01-07,2024-01-08,40.423,-3.70985,42,private_room
2024-01-07,2024-01-08,40.42631,-3.70379,54,private_room
2024-01-07,2024-01-08,40.426048775737655,-3.6627604871880606,37,private_room
2024-01-07,2024-01-08,40.4348,-3.68346,47,private_room
2024-01-07,2024-01-08,40.43476,-3.71063,73,entire_home
2024-01-07,2024-01-08,40.40661,-3.67403,27,private_room
2024-01-07,2024-01-08,40.42186031552421,-3.6993830668183625,42,private_room
2024-01-07,2024-01-08,40.40378,-3.67868,44,private_room
2024-01-07,2024-01-08,40.40801,-3.71781,89,entire_home
2024-01-07,2024-01-08,40.42976925012499,-3.7014294657828866,36,private_room
2024-01-07,2024-01-08,40.4106854,-3.7039903,33,private_room
2024-01-07,2024-01-08,40.38497,-3.68699,65,entire_home
2024-01-08,2024-01-09,40.44340079969042,-3.533234040886555,22,private_room
2024-01-08,2024-01-09,40.42322,-3.70045,163,entire_home
2024-01-08,2024-01-09,40.4106854,-3.7039903,33,private_room
2024-01-08,2024-01-09,40.423,-3.70985,42,private_room
2024-01-08,2024-01-09,40.3440996,-3.6919839,20,private_room
2024-01-08,2024-01-09,40.43651784004312,-3.642160599796872,70,entire_home
2024-01-08,2024-01-09,40.43673,-3.7046,164,entire_home
2024-01-08,2024-01-09,40.426048775737655,-3.6627604871880606,37,private_room
2024-01-08,2024-01-09,40.40661,-3.67403,27,private_room
2024-01-08,2024-01-09,40.47587477590898,-3.5750318818382087,30,shared_room
2024-01-08,2024-01-09,40.42976925012499,-3.7014294657828866,36,private_room
2024-01-08,2024-01-09,40.40284604570229,-3.688246742097405,37,private_room
2024-01-08,2024-01-09,40.41768006159201,-3.6173858533810064,35,private_room
2024-01-08,2024-01-09,40.40705,-3.6918,83,entire_home
2024-01-08,2024-01-09,40.422725549580385,-3.6989082720953235,39,private_room
2024-01-08,2024-01-09,40.41054653551894,-3.6509518325328822,25,private_room
2024-01-08,2024-01-09,40.3903989,-3.653871499999999,23,private_room
2024-01-09,2024-01-10,40.4739,-3.58177,35,private_room
2024-01-09,2024-01-10,40.45866,-3.58435,53,private_room
2024-01-09,2024-01-10,40.423,-3.70985,42,private_room
2024-01-09,2024-01-10,40.40705,-3.6918,88,entire_home
2024-01-09,2024-01-10,40.40801,-3.71781,88,entire_home
2024-01-09,2024-01-10,40.40284604570229,-3.688246742097405,37,private_room
2024-01-09,2024-01-10,40.426048775737655,-3.6627604871880606,37,private_room
2024-01-09,2024-01-10,40.4034,-3.69532,81,entire_home
2024-01-09,2024-01-10,40.47318772521944,-3.6496164772366444,44,private_room
2024-01-09,2024-01-10,40.44149,-3.57524,35,private_room
2024-01-09,2024-01-10,40.43651784004312,-3.642160599796872,70,entire_home
2024-01-09,2024-01-10,40.422725549580385,-3.6989082720953235,39,private_room
2024-01-09,2024-01-10,40.40358122664192,-3.6544018238782887,23,private_room
2024-01-09,2024-01-10,40.38497,-3.68699,65,entire_home
2024-01-09,2024-01-10,40.42631,-3.70379,56,private_room
2024-01-09,2024-01-10,40.4225,-3.70067,74,entire_home
2024-01-09,2024-01-10,40.47051870260756,-3.577658589792952,47,private_room
2024-01-10,2024-01-11,40.41301,-3.70721,27,private_room
2024-01-10,2024-01-11,40.4746105,-3.5808617,35,private_room
2024-01-10,2024-01-11,40.4739,-3.58177,35,private_room
2024-01-10,2024-01-11,40.40724,-3.70465,70,entire_home
2024-01-10,2024-01-11,40.45866,-3.58435,54,private_room
2024-01-10,2024-01-11,40.44340079969042,-3.533234040886555,22,private_room
2024-01-10,2024-01-11,40.41634,-3.70076,90,entire_home
2024-01-10,2024-01-11,40.423,-3.70985,42,private_room
2024-01-10,2024-01-11,40.40801,-3.71781,88,entire_home
2024-01-10,2024-01-11,40.4034,-3.69532,81,entire_home
2024-01-10,2024-01-11,40.43651784004312,-3.642160599796872,70,entire_home
2024-01-10,2024-01-11,40.40284604570229,-3.688246742097405,37,private_room
2024-01-10,2024-01-11,40.38545,-3.68701,67,entire_home
2024-01-10,2024-01-11,40.4895530762337,-3.6484082666335627,53,private_room
2024-01-10,2024-01-11,40.42322,-3.70045,172,entire_home
2024-01-10,2024-01-11,40.47318772521944,-3.6496164772366444,44,private_room
2024-01-10,2024-01-11,40.422178477332814,-3.6992504698584883,92,private_room
2024-01-11,2024-01-12,40.41301,-3.70721,27,private_room
2024-01-11,2024-01-12,40.41549588285871,-3.6960766493639152,39,private_room
2024-01-11,2024-01-12,40.4746105,-3.5808617,35,private_room
2024-01-11,2024-01-12,40.40833,-3.70322,71,entire_home
2024-01-11,2024-01-12,40.4739,-3.58177,35,private_room
2024-01-11,2024-01-12,40.40781,-3.69331,75,entire_home
2024-01-11,2024-01-12,40.45866,-3.58435,54,private_room
2024-01-11,2024-01-12,40.43831,-3.66471,69,entire_home
2024-01-11,2024-01-12,40.42389318540086,-3.7016450348516297,66,entire_home
2024-01-11,2024-01-12,40.40569,-3.69156,74,entire_home
2024-01-11,2024-01-12,40.44340079969042,-3.533234040886555,22,private_room
2024-01-11,2024-01-12,40.42153316337821,-3.7078690723988847,53,private_room
2024-01-11,2024-01-12,40.423,-3.70985,42,private_room
2024-01-11,2024-01-12,40.40284604570229,-3.688246742097405,37,private_room
2024-01-11,2024-01-12,40.431689868722394,-3.6567614872262393,26,private_room
2024-01-11,2024-01-12,40.41879,-3.69919,81,private_room
2024-01-11,2024-01-12,40.422178477332814,-3.6992504698584883,92,private_room
2024-01-12,2024-01-13,40.41549588285871,-3.6960766493639152,43,private_room
2024-01-12,2024-01-13,40.423,-3.70985,42,private_room
2024-01-12,2024-01-13,40.4106854,-3.7039903,33,private_room
2024-01-12,2024-01-13,40.43673,-3.7046,164,entire_home
2024-01-12,2024-01-13,40.45866,-3.58435,55,private_room
2024-01-12,2024-01-13,40.4739,-3.58177,41,private_room
2024-01-12,2024-01-13,40.47318772521944,-3.6496164772366444,44,private_room
2024-01-12,2024-01-13,40.47051870260756,-3.577658589792952,47,private_room
2024-01-12,2024-01-13,40.41715,-3.67408,41,private_room
2024-01-12,2024-01-13,40.41768006159201,-3.6173858533810064,35,private_room
2024-01-12,2024-01-13,40.44615417951903,-3.6759031667695115,41,private_room
2024-01-12,2024-01-13,40.3903989,-3.653871499999999,23,private_room
2024-01-12,2024-01-13,40.41054653551894,-3.6509518325328822,25,private_room
2024-01-12,2024-01-13,40.46905,-3.72189,29,private_room
2024-01-12,2024-01-13,40.46884788876028,-3.6531059816479683,28,private_room
2024-01-12,2024-01-13,40.41993,-3.70006,47,private_room
2024-01-12,2024-01-13,40.4331,-3.68356,53,private_room
2024-01-13,2024-01-14,40.44340079969042,-3.533234040886555,22,private_room
2024-01-13,2024-01-14,40.4106854,-3.7039903,33,private_room
2024-01-13,2024-01-14,40.43673,-3.7046,164,entire_home
2024-01-13,2024-01-14,40.431689868722394,-3.6567614872262393,26,private_room
2024-01-13,2024-01-14,40.43476,-3.71063,73,entire_home
2024-01-13,2024-01-14,40.4219291677465,-3.697604417633369,43,private_room
2024-01-13,2024-01-14,40.4739,-3.58177,41,private_room
2024-01-13,2024-01-14,40.45866,-3.58435,55,private_room
2024-01-13,2024-01-14,40.47318772521944,-3.6496164772366444,44,private_room
2024-01-13,2024-01-14,40.47051870260756,-3.577658589792952,47,private_room
2024-01-13,2024-01-14,40.44615417951903,-3.6759031667695115,41,private_room
2024-01-13,2024-01-14,40.41062563035865,-3.698127032512654,75,entire_home
2024-01-13,2024-01-14,40.41715,-3.67408,41,private_room
2024-01-13,2024-01-14,40.41928,-3.70016,64,private_room
2024-01-13,2024-01-14,40.41993,-3.70006,47,private_room
2024-01-13,2024-01-14,40.43222,-3.65326,90,entire_home
2024-01-13,2024-01-14,40.41054653551894,-3.6509518325328822,25,private_room
2024-01-14,2024-01-15,40.4746105,-3.5808617,41,private_room
2024-01-14,2024-01-15,40.44340079969042,-3.533234040886555,22,private_room
2024-01-14,2024-01-15,40.46674,-3.69684,71,entire_home
2024-01-14,2024-01-15,40.43673,-3.7046,164,entire_home
2024-01-14,2024-01-15,40.4739,-3.58177,41,private_room
2024-01-14,2024-01-15,40.431689868722394,-3.6567614872262393,26,private_room
2024-01-14,2024-01-15,40.45866,-3.58435,53,private_room
2024-01-14,2024-01-15,40.43571,-3.67809,100,entire_home
2024-01-14,2024-01-15,40.42153316337821,-3.7078690723988847,53,private_room
2024-01-14,2024-01-15,40.422725549580385,-3.6989082720953235,39,private_room
2024-01-14,2024-01-15,40.4106854,-3.7039903,33,private_room
2024-01-14,2024-01-15,40.47051870260756,-3.577658589792952,47,private_room
2024-01-14,2024-01-15,40.42976925012499,-3.7014294657828866,36,private_room
2024-01-14,2024-01-15,40.41768006159201,-3.6173858533810064,35,private_room
2024-01-14,2024-01-15,40.47587477590898,-3.5750318818382087,30,shared_room
2024-01-14,2024-01-15,40.4219291677465,-3.697604417633369,41,private_room
2024-01-14,2024-01-15,40.42381,-3.6179,26,private_room
2024-01-15,2024-01-16,40.4746105,-3.5808617,35,private_room
2024-01-15,2024-01-16,40.44340079969042,-3.533234040886555,22,private_room
2024-01-15,2024-01-16,40.42055,-3.70547,58,hotel_room
2024-01-15,2024-01-16,40.45866,-3.58435,53,private_room
2024-01-15,2024-01-16,40.42153316337821,-3.7078690723988847,53,private_room
2024-01-15,2024-01-16,40.43673,-3.7046,164,entire_home
2024-01-15,2024-01-16,40.423,-3.70985,42,private_room
2024-01-15,2024-01-16,40.431689868722394,-3.6567614872262393,26,private_room
2024-01-15,2024-01-16,40.40661,-3.67403,27,private_room
2024-01-15,2024-01-16,40.4106854,-3.7039903,33,private_room
2024-01-15,2024-01-16,40.422725549580385,-3.6989082720953235,39,private_room
2024-01-15,2024-01-16,40.47051870260756,-3.577658589792952,47,private_room
2024-01-15,2024-01-16,40.43651784004312,-3.642160599796872,70,entire_home
2024-01-15,2024-01-16,40.42976925012499,-3.7014294657828866,36,private_room
2024-01-15,2024-01-16,40.42381,-3.6179,26,private_room
2024-01-15,2024-01-16,40.4219291677465,-3.697604417633369,41,private_room
2024-01-15,2024-01-16,40.41594,-3.71035,79,entire_home
2024-01-16,2024-01-17,40.41301,-3.70721,27,private_room
2024-01-16,2024-01-17,40.4746105,-3.5808617,35,private_room
2024-01-16,2024-01-17,40.44340079969042,-3.533234040886555,22,private_room
2024-01-16,2024-01-17,40.4739,-3.58177,35,private_room
2024-01-16,2024-01-17,40.423,-3.70985,42,private_room
2024-01-16,2024-01-17,40.43673,-3.7046,164,entire_home
2024-01-16,2024-01-17,40.40358122664192,-3.6544018238782887,23,private_room
2024-01-16,2024-01-17,40.431689868722394,-3.6567614872262393,26,private_room
2024-01-16,2024-01-17,40.4106854,-3.7039903,33,private_room
2024-01-16,2024-01-17,40.426048775737655,-3.6627604871880606,37,private_room
2024-01-16,2024-01-17,40.47051870260756,-3.577658589792952,47,private_room
2024-01-16,2024-01-17,40.42976925012499,-3.7014294657828866,36,private_room
2024-01-16,2024-01-17,40.40284604570229,-3.688246742097405,40,private_room
2024-01-16,2024-01-17,40.41456,-3.70863,86,entire_home
2024-01-16,2024-01-17,40.43651784004312,-3.642160599796872,70,entire_home
2024-01-16,2024-01-17,40.40661,-3.67403,27,private_room
2024-01-16,2024-01-17,40.422178477332814,-3.6992504698584883,92,private_room
2024-01-17,2024-01-18,40.41549588285871,-3.6960766493639152,39,private_room
2024-01-17,2024-01-18,40.47369,-3.58161,53,private_room
2024-01-17,2024-01-18,40.4739,-3.58177,35,private_room
2024-01-17,2024-01-18,40.40724,-3.70465,70,entire_home
2024-01-17,2024-01-18,40.42186031552421,-3.6993830668183625,42,private_room
2024-01-17,2024-01-18,40.40705,-3.6918,88,entire_home
2024-01-17,2024-01-18,40.423,-3.70985,42,private_room
2024-01-17,2024-01-18,40.41456,-3.70863,88,entire_home
2024-01-17,2024-01-18,40.46674,-3.69684,63,entire_home
2024-01-17,2024-01-18,40.40692,-3.70325,78,entire_home
2024-01-17,2024-01-18,40.47051870260756,-3.577658589792952,47,private_room
2024-01-17,2024-01-18,40.4034,-3.69532,81,entire_home
2024-01-17,2024-01-18,40.426048775737655,-3.6627604871880606,37,private_room
2024-01-17,2024-01-18,40.43651784004312,-3.642160599796872,70,entire_home
2024-01-17,2024-01-18,40.40358122664192,-3.6544018238782887,23,private_room
2024-01-17,2024-01-18,40.47318772521944,-3.6496164772366444,44,private_room
2024-01-17,2024-01-18,40.422725549580385,-3.6989082720953235,39,private_room
2024-01-18,2024-01-19,40.41301,-3.70721,27,private_room
2024-01-18,2024-01-19,40.40833,-3.70322,71,entire_home
2024-01-18,2024-01-19,40.42389318540086,-3.7016450348516297,66,entire_home
2024-01-18,2024-01-19,40.46674,-3.69684,63,entire_home
2024-01-18,2024-01-19,40.41688,-3.70973,80,entire_home
2024-01-18,2024-01-19,40.42186031552421,-3.6993830668183625,42,private_room
2024-01-18,2024-01-19,40.42153316337821,-3.7078690723988847,53,private_room
2024-01-18,2024-01-19,40.38545,-3.68701,65,entire_home
2024-01-18,2024-01-19,40.4224360765163,-3.697386104324253,92,private_room
2024-01-18,2024-01-19,40.47051870260756,-3.577658589792952,47,private_room
2024-01-18,2024-01-19,40.426048775737655,-3.6627604871880606,37,private_room
2024-01-18,2024-01-19,40.42631,-3.70379,54,private_room
2024-01-18,2024-01-19,40.41618,-3.70019,98,entire_home
2024-01-18,2024-01-19,40.42976925012499,-3.7014294657828866,36,private_room
2024-01-18,2024-01-19,40.40358122664192,-3.6544018238782887,23,private_room
2024-01-18,2024-01-19,40.38901,-3.64185,29,private_room
2024-01-18,2024-01-19,40.42211,-3.7022,74,entire_home
2024-01-19,2024-01-20,40.41301,-3.70721,27,private_room
2024-01-19,2024-01-20,40.47369,-3.58161,55,private_room
2024-01-19,2024-01-20,40.44340079969042,-3.533234040886555,22,private_room
2024-01-19,2024-01-20,40.41161029366069,-3.6501931158940097,23,private_room
2024-01-19,2024-01-20,40.43673,-3.7046,164,entire_home
2024-01-19,2024-01-20,40.40897,-3.69231,53,private_room
2024-01-19,2024-01-20,40.4106854,-3.7039903,33,private_room
2024-01-19,2024-01-20,40.47051870260756,-3.577658589792952,47,private_room
2024-01-19,2024-01-20,40.426048775737655,-3.6627604871880606,37,private_room
2024-01-19,2024-01-20,40.40661,-3.67403,27,private_room
2024-01-19,2024-01-20,40.40216,-3.69251,42,private_room
2024-01-19,2024-01-20,40.4348,-3.68346,47,private_room
2024-01-19,2024-01-20,40.402199,-3.692634,62,private_room
2024-01-19,2024-01-20,40.4223301,-3.6766458,59,private_room
2024-01-19,2024-01-20,40.463137344215234,-3.704131565464594,35,private_room
2024-01-19,2024-01-20,40.41768006159201,-3.6173858533810064,35,private_room
2024-01-19,2024-01-20,40.42381,-3.6179,26,private_room
2024-01-20,2024-01-21,40.44340079969042,-3.533234040886555,22,private_room
2024-01-20,2024-01-21,40.40897,-3.69231,53,private_room
2024-01-20,2024-01-21,40.41161029366069,-3.6501931158940097,23,private_room
2024-01-20,2024-01-21,40.43673,-3.7046,164,entire_home
2024-01-20,2024-01-21,40.4106854,-3.7039903,33,private_room
2024-01-20,2024-01-21,40.42481910050217,-3.7037541581715097,224,entire_home
2024-01-20,2024-01-21,40.426048775737655,-3.6627604871880606,37,private_room
2024-01-20,2024-01-21,40.4739,-3.58177,41,private_room
2024-01-20,2024-01-21,40.40919876098633,-3.7019689083099365,100,entire_home
2024-01-20,2024-01-21,40.40216,-3.69251,42,private_room
2024-01-20,2024-01-21,40.40661,-3.67403,27,private_room
2024-01-20,2024-01-21,40.41062563035865,-3.698127032512654,75,entire_home
2024-01-20,2024-01-21,40.4348,-3.68346,47,private_room
2024-01-20,2024-01-21,40.45866,-3.58435,55,private_room
2024-01-20,2024-01-21,40.41715,-3.67408,41,private_room
2024-01-20,2024-01-21,40.42662,-3.70197,63,private_room
2024-01-20,2024-01-21,40.47051870260756,-3.577658589792952,47,private_room
2024-01-21,2024-01-22,40.43831,-3.66471,57,entire_home
2024-01-21,2024-01-22,40.4158,-3.70412,76,entire_home
2024-01-21,2024-01-22,40.47369,-3.58161,55,private_room
2024-01-21,2024-01-22,40.44340079969042,-3.533234040886555,22,private_room
2024-01-21,2024-01-22,40.42389318540086,-3.7016450348516297,66,entire_home
2024-01-21,2024-01-22,40.4739,-3.58177,41,private_room
2024-01-21,2024-01-22,40.41161029366069,-3.6501931158940097,23,private_room
2024-01-21,2024-01-22,40.42186031552421,-3.6993830668183625,42,private_room
2024-01-21,2024-01-22,40.42423,-3.71251,186,entire_home
2024-01-21,2024-01-22,40.45866,-3.58435,53,private_room
2024-01-21,2024-01-22,40.46674,-3.69684,71,entire_home
2024-01-21,2024-01-22,40.41688,-3.70973,80,entire_home
2024-01-21,2024-01-22,40.422725549580385,-3.6989082720953235,39,private_room
2024-01-21,2024-01-22,40.38545,-3.68701,66,entire_home
2024-01-21,2024-01-22,40.47051870260756,-3.577658589792952,47,private_room
2024-01-21,2024-01-22,40.40705,-3.6918,89,entire_home
2024-01-21,2024-01-22,40.40998,-3.70537,23,shared_room
2024-01-22,2024-01-23,40.41301,-3.70721,27,private_room
2024-01-22,2024-01-23,40.4746105,-3.5808617,35,private_room
2024-01-22,2024-01-23,40.44340079969042,-3.533234040886555,22,private_room
2024-01-22,2024-01-23,40.41161029366069,-3.6501931158940097,23,private_room
2024-01-22,2024-01-23,40.4739,-3.58177,35,private_room
2024-01-22,2024-01-23,40.43673,-3.7046,164,entire_home
2024-01-22,2024-01-23,40.423,-3.70985,42,private_room
2024-01-22,2024-01-23,40.3440996,-3.6919839,20,private_room
2024-01-22,2024-01-23,40.422725549580385,-3.6989082720953235,39,private_room
2024-01-22,2024-01-23,40.42068714240115,-3.702138472400823,68,entire_home
2024-01-22,2024-01-23,40.40358122664192,-3.6544018238782887,23,private_room
2024-01-22,2024-01-23,40.40661,-3.67403,27,private_room
2024-01-22,2024-01-23,40.43651784004312,-3.642160599796872,70,entire_home
2024-01-22,2024-01-23,40.4106854,-3.7039903,33,private_room
2024-01-22,2024-01-23,40.47051870260756,-3.577658589792952,47,private_room
2024-01-22,2024-01-23,40.46247863769531,-3.6474130153656006,40,private_room
2024-01-22,2024-01-23,40.40284604570229,-3.688246742097405,40,private_room
2024-01-23,2024-01-24,40.41301,-3.70721,27,private_room
2024-01-23,2024-01-24,40.41549588285871,-3.6960766493639152,39,private_room
2024-01-23,2024-01-24,40.4746105,-3.5808617,35,private_room
2024-01-23,2024-01-24,40.43831,-3.66471,55,entire_home
2024-01-23,2024-01-24,40.44340079969042,-3.533234040886555,22,private_room
2024-01-23,2024-01-24,40.41161029366069,-3.6501931158940097,23,private_room
2024-01-23,2024-01-24,40.4739,-3.58177,35,private_room
2024-01-23,2024-01-24,40.423,-3.70985,42,private_room
2024-01-23,2024-01-24,40.402512,-3.690958,105,entire_home
2024-01-23,2024-01-24,40.43673,-3.7046,164,entire_home
2024-01-23,2024-01-24,40.45866,-3.58435,53,private_room
2024-01-23,2024-01-24,40.42389318540086,-3.7016450348516297,66,entire_home
2024-01-23,2024-01-24,40.47051870260756,-3.577658589792952,47,private_room
2024-01-23,2024-01-24,40.426048775737655,-3.6627604871880606,37,private_room
2024-01-23,2024-01-24,40.43651784004312,-3.642160599796872,70,entire_home
2024-01-23,2024-01-24,40.3440996,-3.6919839,20,private_room
2024-01-23,2024-01-24,40.40358122664192,-3.6544018238782887,23,private_room
2024-01-24,2024-01-25,40.44340079969042,-3.533234040886555,22,private_room
2024-01-24,2024-01-25,40.4739,-3.58177,35,private_room
2024-01-24,2024-01-25,40.41161029366069,-3.6501931158940097,23,private_room
2024-01-24,2024-01-25,40.422725549580385,-3.6989082720953235,39,private_room
2024-01-24,2024-01-25,40.43673,-3.7046,164,entire_home
2024-01-24,2024-01-25,40.426048775737655,-3.6627604871880606,37,private_room
2024-01-24,2024-01-25,40.3440996,-3.6919839,20,private_room
2024-01-24,2024-01-25,40.42153316337821,-3.7078690723988847,53,private_room
2024-01-24,2024-01-25,40.42976925012499,-3.7014294657828866,36,private_room
2024-01-24,2024-01-25,40.40661,-3.67403,27,private_room
2024-01-24,2024-01-25,40.43651784004312,-3.642160599796872,70,entire_home
2024-01-24,2024-01-25,40.4106854,-3.7039903,33,private_room
2024-01-24,2024-01-25,40.45866,-3.58435,54,private_room
2024-01-24,2024-01-25,40.40284604570229,-3.688246742097405,40,private_room
2024-01-24,2024-01-25,40.422178477332814,-3.6992504698584883,92,private_room
2024-01-24,2024-01-25,40.4348,-3.68346,47,private_room
