,check-in date,check-out date,year,month,name,price,lat,lng,room type,url
0,2024-09-04,2024-09-05,2024,9,Hostal Alfaro,€ 70,40.41530745,-3.69904719,Standard Single Room with Shared Bathroom,https://www.booking.com/hotel/es/hostal-alfaro.html?aid=304142&label=gen173nr-1FCAQoggI4-gNIMVgEaEaIAQGYATG4ARnIAQzYAQHoAQH4AQaIAgGoAgO4AsW_u6sGwAIB0gIkMDJmZWFjZWQtMTZlYS00MDdjLTliYjMtOGFhNzM4OWExODVh2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-09-04&checkout=2024-09-05&dest_id=-390625&dest_type=city&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=c3703be2ccbc0198&srepoch=1701765063&all_sr_blocks=76843207_326117617_1_0_0&highlighted_blocks=76843207_326117617_1_0_0&matching_block_id=76843207_326117617_1_0_0&sr_pri_blocks=76843207_326117617_1_0_0__7000&from=searchresults#hotelTmpl
1,2024-09-04,2024-09-05,2024,9,Hotel Fenix Gran Meliá - The Leading Hotels of the World,€ 360,40.42651379,-3.68932888,Classic Double Room,https://www.booking.com/hotel/es/hotel-fenix-gran-melia.html?aid=304142&label=gen173nr-1FCAQoggI4-gNIMVgEaEaIAQGYATG4ARnIAQzYAQHoAQH4AQaIAgGoAgO4AsW_u6sGwAIB0gIkMDJmZWFjZWQtMTZlYS00MDdjLTliYjMtOGFhNzM4OWExODVh2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-09-04&checkout=2024-09-05&dest_id=-390625&dest_type=city&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=c3703be2ccbc0198&srepoch=1701765063&all_sr_blocks=9158401_246105086_2_34_0&highlighted_blocks=9158401_246105086_2_34_0&matching_block_id=9158401_246105086_2_34_0&sr_pri_blocks=9158401_246105086_2_34_0__36000&nad_id=c2ce62ba-9eee-4f26-9454-0df8550e2a3e_0&nad_cpc=2.85&nad_track=eyJyYW5rIjoxLCJrb2RkaVRyYWNraW5nSW5mbyI6Ik9OQ2RLZitDMG55M0Vaanl5bm10YWtjNTNwSkF0RTNyU0sxczZzaGE2cXc4K3ZzdzFBb05VWkRlM2NzVWRZNTdhRlhraTMvdHRIUlh6QXlYaElNYlgvR2V5Nnp2YjJoQjZWakt4NDgvNFlnbWFheEtVR2lPRnkwdCtEVFA2aGZvbXViNWpSTVNpL0hQVGhGZ1VleDZxQnkwQXoyb3oza2w0cE1aS3E2RncvQjRzcXRaSDVlNUpNVFVRTnRWZkJXU0lpckdWZTZCeG1PTVlkWUUxcHlxeFQyOTFUc081OEpOMjhBLzZUSWV2ZGl3Ykd3R3NqTWEvY3VsUFh6M2ZnMWlJOFcrOFZKNkxFeE0xUDZkNmFxejFzbHVRQzhtc09DS0lidU1Ma0pla0lvMUo0U1dWakRLMGRzTlZSck5hSXVveDBWQkZ2bi9Kblozd3dCcGthYVlkY3EyTmNEbExXRXFxZDdheTYraDU1YnpRRG52eUM4bldkRTY1c0Z5L2dFSWp1bmQzMzF1S0xZRXUzYnpQYzZTSW5JaE9KdW4xcG83ZThTQTNOenNNbXBOV0RSTUZ1OE50QmJKaGtKaHEzSEpYejRCaUtMZFhsb3o2alFWcGF1bEsvSnR2cWN0R0J4WTh0bUtZcDBxb0d1QnFPaWRLMGt6RmNEWFEzRnJNOTQvN1dCTWpHLzNrbU9vNzI5bGhYd1VnTFVkYTV6bmJhWkV5NUFDb2pQQUlzdzlMVkUxT2JMKzZaS1plRkJiY3Nyem5JWC9wU0NYUHRaczA1OWx1NDNIcHFIQjZwY1J0VWg0Y3pFV20xN3g2WVVYVThLZFdaSEJxRm9tU1RPaVdEWkFTYmlnVFRnVUdiQ0Rvc0RPOGU4T1FmYks5VXMvbzE1a1k1RWRORWZrREZoU0ZkMlBveFB3RHBpSGxhZGVSMkdNMThnUnlVa05NWVZiMkxIT1M3SHhZMU1zQjUzQncxT05NUnI2RU85YXFNREpsZUFLMk1rMzRuaVZUbktRRGhYQy9mQlBoRXo0ZGl2ZWxROFAyc3AyL2dOT1JBZXlkY1ZZeW1oZGNVdHh3Mi8wTXlRTUVFcE5ZaW5rSzFyejdScFVreXZwMWtoRFVBVkJjSWhtTFpDRHJhRDBvUEIrZFh1enZsUWlDc0g5VEFHbmR2bDEyekZQM3RNUExpcFpmUG52cUNhVkg3dGdzUmZRWTJ2cG44cUR5OUp0dWJDQ0JYQ1JjM1l4VWJ2SlByQjdqcEs1SnpXUzFKY21UcC8rV0l5OGxqbHhwTmhEVFJTNkhGQ1lKT3kyRXlkbGRWZ1lMQlNRc054d2NhWHJCNjZEbndaWU9LVVZnVXprNnRoWWMzVU9HOFhoSFk4SWVER0NaVm1QVllWeWlEZ2RYR01qZTc0SXBHZmJmNkRLbmQzdDM3Y3Y4QXo4eVB4emNYU0RVZ0dzbHIzVzJLLzlXVHJzbjgyU2NZZW5XNUdpbVhpSWNnMncra2hnUTBxMHpxTjNlNGhtSlRYTEhROFJ6a3VQT2Z4VysvTytCMmh2Zk4yWkxVM0JkTjJUVFVBQm9DVHUwM3R2Y0dhZzdocXZmQndtZjNPSThGSS8rNWtLTU1oMm96QWRoMDUyMXNQRldrSks1b2dEUkRHcGs2S3RkMEVUbC8wOEttZVFxSTlodERqTDYrRVllWHkwVnRoNndLZEk4NjNqN1lvS1Q0dTdUYTB2eUE0VXcvajJvajJSR21oc1FoZkh2R0R6MDUzaUV4WktaRG9wSVZrSXV4dXNTOWs4Q0RYVE53cHR2dTBqRXdzQ2NuOTA0blhESFpYYlhjUGFweEZ3eHNPdlVGMzNtTVg5Zk1hRTlWc1JNK1FsVms4NHFuWlMrblBYM1F2S2xIajcyUVFxTFh0WFVBVlZ4Y05RTFpVcllmSFJ4NE1BTDVJN3NRZEVyamJpKzhNaTg0OW1Jb0w3VVJZOGY4UzQ0ZHJ2K29sRjhHdmlRNm9IanNkaDM2aDFCbERsSVNNcmVkSEJYeFpVdEVpclFiY0ZRWDVlUmVCOUpRcER4TUpWVmdqaGgvZ2ordWw1ZitUNm9qeU03eXZzek5XYmp2cFAwaHNLWCtkdFI5bFp6amgxRExFRE1qUjRLZlRxbmVtL3lQZGNXaExDWUNpQkJNSmRQNS9HMDN4SVJ6ekRlSXlwMytDdjAzNVI0Z0lNMUVoYVg0QWgzSXJjYVhqcDRGQ3ovbHFuK2FickI5YXJGMTE2bFRmRDdyTnVQUG9hZzNqbU1xMmpTcjg1OStOU1o3d2g0aS9DUUdqU2tlYTdYRERPZWhaVUF0a1VuSFhZbW1XQmJ5aWZoa2cvcEVRazJqNTBvUXBPNjZkWTZLRlgrb2tNclVOYlRzWlI5cUswcldrbW85UGg4MFdyajl2RUR4VUQrRWNjcXhiZXhZeHRWZGFMeWk3ZEZMWDJ4UEM0UUhLMmFOR2xVTENicFlXYnkrWVUrVzNGMlQxdTRKV1ZMSS9uOUVWZjRUcXdCbm1pSXhzQWtRR0Vmd0E0enBnYlh1WHUzOU03cjJ1dzFrbEVUTVBrcUh4dHdreUJqUEc0Mll4NmlxWFozMHJBeWU2ODBiQzRmY2FUOUpqU0xubEhDRWxRQkNNYndKb3YweCthbmxSMHU3VGFsNmxRRmhJak1RcmN0dE90WCt1aEM3ZVA4RFFXc2NYTjdqZXBJQnFQNVhhZHQwVHVPcXVxeXJ1ays1cTlpdjBoMXpzZ0MrSWQ3Ymhwa0dlZVpOaUpkcWFEY05obit1S1VlMHNYR0s5YnZUM3BuNmZ1Z1Z0Z0ZMbExna2paV1lJNTJuRkVvTHVHZnJ6ZlBqc1AvUE9yZzZmd3FKMEJTeis2a0RTQUtXWEdCNDBaWDhsUnVaMjhLUm13a2E0QmFHNmtydzdqcHFVZHRpT3hYUld1TUtrZW4xd1JtZUhXS0dEQmJOUE0wZzhXejZnYVE2c2g4ZUZxbU5nTno1YjF5NmxPZW9XYmhuNU5YdWRYTWJRKzVnOWlpTnF4UUV5UHJlQ2ZyWjFSdTluakgrYXZ0YlU3YWc0MnpzdzRPWTN6VGlucGlIM1ZLeVNabjRiYVlDVElyMGdWT1E3anNRQnFsdjdVZGQxajdERmV1aGJ5Ym9JS205S1NYSzNRZ3BEUXJKenlzQWM5Sy9NNC8vZG5FMUJhQWwza0pMVlZGa2VTMXl2VFluOFUxUlBmK2NuNzVjV2M3T3dWL0tKTGFkN2RsVjhybU1YaEhuYXEzWm5vb2hpVlNOajYzSUhJdnJUaHRVaUZzWHhicld6WERFZmR2by9NWFZxUWhSelhxUklDN1FxYW1YR25lUUp6UmQzMVhwdWZ2Wms5WlVsQXUvMGhSeHltWUdId3BwZDZUa3VqNjlHY2hLRk5hYmZxZ0RWU3hBRVYwSDZGWkx6TUFFdUZsUTFQRVNqcXMvUmVqVnUxMjRPNXVGaGpDRnMrbFd1Q1N4RGdERkJNY1RNeGJtN1NaM1drSUZZWEZ5ZC9uSlFoalZiZnJ2NjlPRVordVFKUlZURjQ4TUVMM1VCYVh2STlhVGMyZDVPMURoWGs1bDZPc0k3ZGpybGtBek13REMvMkdQTHROeEhjVmRBOUNBbUhLSkNTdjVFam9aZHZ2dnFhQzg2cTNEMHJlWnRPSkR5ekFGVzNPQzBwRWxPOHhPallGM2FRMXVaMEVoamU5TzFPelZDc2F3L0gzRUltVjhMYW12aXJ1SkNSWnZsRkY0dnpObDZSdW9oM0grQ1dqMW5aOXpiSWV5bHdDQ1hVbGVieklvNld5dzlseVJRSTZOeGhHWE43NHc9PSJ9&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
2,2024-09-04,2024-09-05,2024,9,Ok Hostel Madrid,€ 29,40.41112159,-3.70678928,Bed in 6-Bed Mixed Dormitory Room,https://www.booking.com/hotel/es/ok-hostel-madrid.html?aid=304142&label=gen173nr-1FCAQoggI4-gNIMVgEaEaIAQGYATG4ARnIAQzYAQHoAQH4AQaIAgGoAgO4AsW_u6sGwAIB0gIkMDJmZWFjZWQtMTZlYS00MDdjLTliYjMtOGFhNzM4OWExODVh2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-09-04&checkout=2024-09-05&dest_id=-390625&dest_type=city&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=c3703be2ccbc0198&srepoch=1701765063&all_sr_blocks=157819905_88582901_0_34_0&highlighted_blocks=157819905_88582901_0_34_0&matching_block_id=157819905_88582901_0_34_0&sr_pri_blocks=157819905_88582901_0_34_0__2910&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
3,2024-09-04,2024-09-05,2024,9,Riu Plaza España,€ 218,40.42369331,-3.71080033,Deluxe Twin,https://www.booking.com/hotel/es/riu-plaza-espana.html?aid=304142&label=gen173nr-1FCAQoggI4-gNIMVgEaEaIAQGYATG4ARnIAQzYAQHoAQH4AQaIAgGoAgO4AsW_u6sGwAIB0gIkMDJmZWFjZWQtMTZlYS00MDdjLTliYjMtOGFhNzM4OWExODVh2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-09-04&checkout=2024-09-05&dest_id=-390625&dest_type=city&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=c3703be2ccbc0198&srepoch=1701765063&all_sr_blocks=420450702_192200817_2_1_0&highlighted_blocks=420450702_192200817_2_1_0&matching_block_id=420450702_192200817_2_1_0&sr_pri_blocks=420450702_192200817_2_1_0__21844&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
4,2024-09-04,2024-09-05,2024,9,Motel One Madrid-Plaza de España,€ 129,40.42557659,-3.71371821,Standard King Room,https://www.booking.com/hotel/es/plaza-de-espana.html?aid=304142&label=gen173nr-1FCAQoggI4-gNIMVgEaEaIAQGYATG4ARnIAQzYAQHoAQH4AQaIAgGoAgO4AsW_u6sGwAIB0gIkMDJmZWFjZWQtMTZlYS00MDdjLTliYjMtOGFhNzM4OWExODVh2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-09-04&checkout=2024-09-05&dest_id=-390625&dest_type=city&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=c3703be2ccbc0198&srepoch=1701765063&all_sr_blocks=9362518_244931757_1_2_0&highlighted_blocks=9362518_244931757_1_2_0&matching_block_id=9362518_244931757_1_2_0&sr_pri_blocks=9362518_244931757_1_2_0__12900&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
5,2024-09-04,2024-09-05,2024,9,Hostal Aresol,€ 56,40.41702283,-3.70531350,Single Room,https://www.booking.com/hotel/es/hostal-aresol.html?aid=304142&label=gen173nr-1FCAQoggI4-gNIMVgEaEaIAQGYATG4ARnIAQzYAQHoAQH4AQaIAgGoAgO4AsW_u6sGwAIB0gIkMDJmZWFjZWQtMTZlYS00MDdjLTliYjMtOGFhNzM4OWExODVh2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-09-04&checkout=2024-09-05&dest_id=-390625&dest_type=city&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=c3703be2ccbc0198&srepoch=1701765063&all_sr_blocks=1436001_276039774_1_0_0&highlighted_blocks=1436001_276039774_1_0_0&matching_block_id=1436001_276039774_1_0_0&sr_pri_blocks=1436001_276039774_1_0_0__5645&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
6,2024-09-04,2024-09-05,2024,9,Apartamentos Recoletos,€ 130,40.42285682,-3.68997395,Double or Twin Room,https://www.booking.com/hotel/es/apartamentos-recoletos.html?aid=304142&label=gen173nr-1FCAQoggI4-gNIMVgEaEaIAQGYATG4ARnIAQzYAQHoAQH4AQaIAgGoAgO4AsW_u6sGwAIB0gIkMDJmZWFjZWQtMTZlYS00MDdjLTliYjMtOGFhNzM4OWExODVh2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-09-04&checkout=2024-09-05&dest_id=-390625&dest_type=city&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=c3703be2ccbc0198&srepoch=1701765063&all_sr_blocks=4993017_344792065_0_0_0&highlighted_blocks=4993017_344792065_0_0_0&matching_block_id=4993017_344792065_0_0_0&sr_pri_blocks=4993017_344792065_0_0_0__13000&from=searchresults#hotelTmpl
7,2024-09-04,2024-09-05,2024,9,Hotel Nuevo Boston,€ 97,40.44925049,-3.57680619,Double or Twin Room,https://www.booking.com/hotel/es/nuevo-boston.html?aid=304142&label=gen173nr-1FCAQoggI4-gNIMVgEaEaIAQGYATG4ARnIAQzYAQHoAQH4AQaIAgGoAgO4AsW_u6sGwAIB0gIkMDJmZWFjZWQtMTZlYS00MDdjLTliYjMtOGFhNzM4OWExODVh2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-09-04&checkout=2024-09-05&dest_id=-390625&dest_type=city&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=c3703be2ccbc0198&srepoch=1701765063&all_sr_blocks=4476001_381609374_0_2_0&highlighted_blocks=4476001_381609374_0_2_0&matching_block_id=4476001_381609374_0_2_0&sr_pri_blocks=4476001_381609374_0_2_0__9680&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
8,2024-09-04,2024-09-05,2024,9,Hotel Liabeny,€ 148,40.41868098,-3.70398045,Budget Single Room,https://www.booking.com/hotel/es/liabeny.html?aid=304142&label=gen173nr-1FCAQoggI4-gNIMVgEaEaIAQGYATG4ARnIAQzYAQHoAQH4AQaIAgGoAgO4AsW_u6sGwAIB0gIkMDJmZWFjZWQtMTZlYS00MDdjLTliYjMtOGFhNzM4OWExODVh2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-09-04&checkout=2024-09-05&dest_id=-390625&dest_type=city&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=c3703be2ccbc0198&srepoch=1701765063&all_sr_blocks=9109923_243305201_0_42_0&highlighted_blocks=9109923_243305201_0_42_0&matching_block_id=9109923_243305201_0_42_0&sr_pri_blocks=9109923_243305201_0_42_0__14796&from=searchresults#hotelTmpl
9,2024-09-04,2024-09-05,2024,9,BYPILLOW Velázquez 45,€ 130,40.42700790,-3.68410125,Single Room,https://www.booking.com/hotel/es/dondiego.html?aid=304142&label=gen173nr-1FCAQoggI4-gNIMVgEaEaIAQGYATG4ARnIAQzYAQHoAQH4AQaIAgGoAgO4AsW_u6sGwAIB0gIkMDJmZWFjZWQtMTZlYS00MDdjLTliYjMtOGFhNzM4OWExODVh2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-09-04&checkout=2024-09-05&dest_id=-390625&dest_type=city&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=c3703be2ccbc0198&srepoch=1701765063&all_sr_blocks=9096901_258332144_0_2_0&highlighted_blocks=9096901_258332144_0_2_0&matching_block_id=9096901_258332144_0_2_0&sr_pri_blocks=9096901_258332144_0_2_0__13005&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
