,check-in date,check-out date,year,month,name,price,lat,lng,room type,url
10,2024-11-01,2024-11-02,2024,11,New Dream Madrid,€ 79,40.42584670,-3.70729690,Single Room with Shared Bathroom,https://www.booking.com/hotel/es/new-dream-madrid.html?aid=304142&label=gen173nr-1FCAQoggI4-gNIMVgEaEaIAQGYATG4ARnIAQzYAQHoAQH4AQaIAgGoAgO4AqmlvKsGwAIB0gIkZTAwNmE0ZTYtN2VkZi00MjBmLTg1MzMtOTcxZTM5M2RiNDBj2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-01&checkout=2024-11-02&dest_id=-390625&dest_type=city&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=55215554dd900104&srepoch=1701778091&all_sr_blocks=1097424502_382626243_0_0_0&highlighted_blocks=1097424502_382626243_0_0_0&matching_block_id=1097424502_382626243_0_0_0&sr_pri_blocks=1097424502_382626243_0_0_0__7900&from=searchresults#hotelTmpl
11,2024-11-01,2024-11-02,2024,11,Hotel Mediodia,€ 90,40.40845368,-3.69281173,Single Room,https://www.booking.com/hotel/es/mediodia-madrid.html?aid=304142&label=gen173nr-1FCAQoggI4-gNIMVgEaEaIAQGYATG4ARnIAQzYAQHoAQH4AQaIAgGoAgO4AqmlvKsGwAIB0gIkZTAwNmE0ZTYtN2VkZi00MjBmLTg1MzMtOTcxZTM5M2RiNDBj2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-01&checkout=2024-11-02&dest_id=-390625&dest_type=city&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=55215554dd900104&srepoch=1701778091&all_sr_blocks=4620001_93572155_0_2_0&highlighted_blocks=4620001_93572155_0_2_0&matching_block_id=4620001_93572155_0_2_0&sr_pri_blocks=4620001_93572155_0_2_0__9000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
12,2024-11-01,2024-11-02,2024,11,Latroupe Prado,€ 36,40.40714642,-3.69308468,Bed in 4-Bed Dormitory Room,https://www.booking.com/hotel/es/latroupe-prado.html?aid=304142&label=gen173nr-1FCAQoggI4-gNIMVgEaEaIAQGYATG4ARnIAQzYAQHoAQH4AQaIAgGoAgO4AqmlvKsGwAIB0gIkZTAwNmE0ZTYtN2VkZi00MjBmLTg1MzMtOTcxZTM5M2RiNDBj2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-01&checkout=2024-11-02&dest_id=-390625&dest_type=city&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=55215554dd900104&srepoch=1701778091&all_sr_blocks=932363408_365327856_0_2_0&highlighted_blocks=932363408_365327856_0_2_0&matching_block_id=932363408_365327856_0_2_0&sr_pri_blocks=932363408_365327856_0_2_0__3613&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
13,2024-11-01,2024-11-02,2024,11,NH Madrid Zurbano,€ 132,40.43859914,-3.69287744,Single Room,https://www.booking.com/hotel/es/nhzurbano.html?aid=304142&label=gen173nr-1FCAQoggI4-gNIMVgEaEaIAQGYATG4ARnIAQzYAQHoAQH4AQaIAgGoAgO4AqmlvKsGwAIB0gIkZTAwNmE0ZTYtN2VkZi00MjBmLTg1MzMtOTcxZTM5M2RiNDBj2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-01&checkout=2024-11-02&dest_id=-390625&dest_type=city&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=55215554dd900104&srepoch=1701778091&all_sr_blocks=9067505_93708927_0_2_0&highlighted_blocks=9067505_93708927_0_2_0&matching_block_id=9067505_93708927_0_2_0&sr_pri_blocks=9067505_93708927_0_2_0__13200&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
14,2024-11-01,2024-11-02,2024,11,AC Hotel Avenida de América by Marriott,€ 119,40.43812450,-3.67255300,Queen Room,https://www.booking.com/hotel/es/acavenidadeamerica.html?aid=304142&label=gen173nr-1FCAQoggI4-gNIMVgEaEaIAQGYATG4ARnIAQzYAQHoAQH4AQaIAgGoAgO4AqmlvKsGwAIB0gIkZTAwNmE0ZTYtN2VkZi00MjBmLTg1MzMtOTcxZTM5M2RiNDBj2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-01&checkout=2024-11-02&dest_id=-390625&dest_type=city&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=55215554dd900104&srepoch=1701778091&all_sr_blocks=9081006_93709086_0_42_0&highlighted_blocks=9081006_93709086_0_42_0&matching_block_id=9081006_93709086_0_42_0&sr_pri_blocks=9081006_93709086_0_42_0__11880&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
15,2024-11-01,2024-11-02,2024,11,Velvet Hostels,€ 65,40.38700900,-3.64642300,Bunk Bed in Mixed Dormitory Room,https://www.booking.com/hotel/es/velvet-hostels.html?aid=304142&label=gen173nr-1FCAQoggI4-gNIMVgEaEaIAQGYATG4ARnIAQzYAQHoAQH4AQaIAgGoAgO4AqmlvKsGwAIB0gIkZTAwNmE0ZTYtN2VkZi00MjBmLTg1MzMtOTcxZTM5M2RiNDBj2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-01&checkout=2024-11-02&dest_id=-390625&dest_type=city&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=55215554dd900104&srepoch=1701778091&all_sr_blocks=1002028001_373440216_0_0_0&highlighted_blocks=1002028001_373440216_0_0_0&matching_block_id=1002028001_373440216_0_0_0&sr_pri_blocks=1002028001_373440216_0_0_0__6480&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
16,2024-11-01,2024-11-02,2024,11,Hostal San Lorenzo,€ 65,40.42040240,-3.69931206,Superior Double Room,https://www.booking.com/hotel/es/lorenzo.html?aid=304142&label=gen173nr-1FCAQoggI4-gNIMVgEaEaIAQGYATG4ARnIAQzYAQHoAQH4AQaIAgGoAgO4AqmlvKsGwAIB0gIkZTAwNmE0ZTYtN2VkZi00MjBmLTg1MzMtOTcxZTM5M2RiNDBj2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-01&checkout=2024-11-02&dest_id=-390625&dest_type=city&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=55215554dd900104&srepoch=1701778091&all_sr_blocks=9002207_330286098_0_2_0&highlighted_blocks=9002207_330286098_0_2_0&matching_block_id=9002207_330286098_0_2_0&sr_pri_blocks=9002207_330286098_0_2_0__6500&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
17,2024-11-01,2024-11-02,2024,11,Catalonia Atocha,€ 175,40.41184389,-3.69792804,Single Room,https://www.booking.com/hotel/es/catalonia-atocha.html?aid=304142&label=gen173nr-1FCAQoggI4-gNIMVgEaEaIAQGYATG4ARnIAQzYAQHoAQH4AQaIAgGoAgO4AqmlvKsGwAIB0gIkZTAwNmE0ZTYtN2VkZi00MjBmLTg1MzMtOTcxZTM5M2RiNDBj2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-01&checkout=2024-11-02&dest_id=-390625&dest_type=city&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=55215554dd900104&srepoch=1701778091&all_sr_blocks=26609345_194582517_1_2_0&highlighted_blocks=26609345_194582517_1_2_0&matching_block_id=26609345_194582517_1_2_0&sr_pri_blocks=26609345_194582517_1_2_0__17500&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
18,2024-11-01,2024-11-02,2024,11,Radisson RED Madrid,€ 254,40.40987718,-3.69371295,Standard Room,https://www.booking.com/hotel/es/husa-paseo-del-arte.html?aid=304142&label=gen173nr-1FCAQoggI4-gNIMVgEaEaIAQGYATG4ARnIAQzYAQHoAQH4AQaIAgGoAgO4AqmlvKsGwAIB0gIkZTAwNmE0ZTYtN2VkZi00MjBmLTg1MzMtOTcxZTM5M2RiNDBj2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-01&checkout=2024-11-02&dest_id=-390625&dest_type=city&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=55215554dd900104&srepoch=1701778091&all_sr_blocks=9338761_91908467_2_2_0&highlighted_blocks=9338761_91908467_2_2_0&matching_block_id=9338761_91908467_2_2_0&sr_pri_blocks=9338761_91908467_2_2_0__25400&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
19,2024-11-01,2024-11-02,2024,11,"TÓTEM Madrid, a Small Luxury Hotel of the World",€ 269,40.42639434,-3.68553624,Petite Double Room,https://www.booking.com/hotel/es/totem-madrid.html?aid=304142&label=gen173nr-1FCAQoggI4-gNIMVgEaEaIAQGYATG4ARnIAQzYAQHoAQH4AQaIAgGoAgO4AqmlvKsGwAIB0gIkZTAwNmE0ZTYtN2VkZi00MjBmLTg1MzMtOTcxZTM5M2RiNDBj2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-01&checkout=2024-11-02&dest_id=-390625&dest_type=city&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=55215554dd900104&srepoch=1701778091&all_sr_blocks=9183511_89719442_0_2_0&highlighted_blocks=9183511_89719442_0_2_0&matching_block_id=9183511_89719442_0_2_0&sr_pri_blocks=9183511_89719442_0_2_0__26910&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
